date,away,home,score_away,score_home
9/16/2012,Saints,Panthers,27,35
9/16/2012,Texans,Jaguars,27,7
9/16/2012,Cowboys,Seahawks,7,27
9/16/2012,Jets,Steelers,10,27
9/16/2012,Titans,Chargers,10,38
9/16/2012,Lions,49ers,19,27
9/17/2012,Broncos,Falcons,21,27
9/20/2012,Giants,Panthers,36,7
9/23/2012,Steelers,Raiders,31,34
9/23/2012,Rams,Bears,6,23
9/23/2012,Bills,Browns,24,14
9/23/2012,Buccaneers,Cowboys,10,16
9/23/2012,Lions,Titans,41,44
9/23/2012,Jaguars,Colts,22,17
9/23/2012,Jets,Dolphins,23,20
9/23/2012,49ers,Vikings,13,24
9/23/2012,Chiefs,Saints,27,24
9/23/2012,Bengals,Washington,38,31
9/23/2012,Eagles,Cardinals,6,27
9/23/2012,Falcons,Chargers,27,3
9/23/2012,Texans,Broncos,31,25
9/23/2012,Patriots,Ravens,30,31
9/24/2012,Packers,Seahawks,12,14
9/27/2012,Browns,Ravens,16,23
9/30/2012,Panthers,Falcons,28,30
9/30/2012,Patriots,Bills,52,28
9/30/2012,Vikings,Lions,20,13
9/30/2012,Chargers,Chiefs,37,20
9/30/2012,Seahawks,Rams,13,19
9/30/2012,49ers,Jets,34,0
9/30/2012,Titans,Texans,14,38
9/30/2012,Raiders,Broncos,6,37
9/30/2012,Dolphins,Cardinals,21,24
9/30/2012,Bengals,Jaguars,27,10
9/30/2012,Saints,Packers,27,28
9/30/2012,Washington,Buccaneers,24,22
9/30/2012,Giants,Eagles,17,19
10/1/2012,Bears,Cowboys,34,18
10/4/2012,Cardinals,Rams,3,17
10/7/2012,Dolphins,Bengals,17,13
10/7/2012,Packers,Colts,27,30
10/7/2012,Ravens,Chiefs,9,6
10/7/2012,Browns,Giants,27,41
10/7/2012,Eagles,Steelers,14,16
10/7/2012,Falcons,Washington,24,17
10/7/2012,Seahawks,Panthers,16,12
10/7/2012,Bears,Jaguars,41,3
10/7/2012,Titans,Vikings,7,30
10/7/2012,Broncos,Patriots,21,31
10/7/2012,Bills,49ers,3,45
10/7/2012,Chargers,Saints,24,31
10/8/2012,Texans,Jets,23,17
10/11/2012,Steelers,Titans,23,26
10/14/2012,Raiders,Falcons,20,23
10/14/2012,Bengals,Browns,24,34
10/14/2012,Rams,Dolphins,14,17
10/14/2012,Colts,Jets,9,35
10/14/2012,Lions,Eagles,26,23
10/14/2012,Chiefs,Buccaneers,10,38
10/14/2012,Cowboys,Ravens,29,31
10/14/2012,Bills,Cardinals,19,16
10/14/2012,Patriots,Seahawks,23,24
10/14/2012,Giants,49ers,26,3
10/14/2012,Vikings,Washington,26,38
10/14/2012,Packers,Texans,42,24
10/15/2012,Broncos,Chargers,35,24
10/18/2012,  .  Seahawks,49ers,6,13
10/21/2012,Titans,Bills,35,34
10/21/2012,Browns,Colts,13,17
10/21/2012,Packers,Rams,30,20
10/21/2012,Cardinals,Vikings,14,21
10/21/2012,Washington,Giants,23,27
10/21/2012,Saints,Buccaneers,35,28
10/21/2012,Cowboys,Panthers,19,14
10/21/2012,Ravens,Texans,13,43
10/21/2012,Jaguars,Raiders,23,26
10/21/2012,Jets,Patriots,26,29
10/21/2012,Steelers,Bengals,24,17
10/22/2012,Lions,Bears,7,13
10/25/2012,Buccaneers,Vikings,36,17
10/28/2012,Panthers,Bears,22,23
10/28/2012,Chargers,Browns,6,7
10/28/2012,Seahawks,Lions,24,28
10/28/2012,Jaguars,Packers,15,24
10/28/2012,Colts,Titans,19,13
10/28/2012,Patriots,Rams,45,7
10/28/2012,Dolphins,Jets,30,9
10/28/2012,Falcons,Eagles,30,17
10/28/2012,Washington,Steelers,12,27
10/28/2012,Raiders,Chiefs,26,16
10/28/2012,Giants,Cowboys,29,24
10/28/2012,Saints,Broncos,14,34
10/29/2012,49ers,Cardinals,24,3
11/1/2012,Chiefs,Chargers,13,31
11/4/2012,Broncos,Bengals,31,23
11/4/2012,Ravens,Browns,25,15
11/4/2012,Cardinals,Packers,17,31
11/4/2012,Bears,Titans,51,20
11/4/2012,Dolphins,Colts,20,23
11/4/2012,Panthers,Washington,21,13
11/4/2012,Lions,Jaguars,31,14
11/4/2012,Bills,Texans,9,21
11/4/2012,Buccaneers,Raiders,42,32
11/4/2012,Vikings,Seahawks,20,30
11/4/2012,Steelers,Giants,24,20
11/4/2012,Cowboys,Falcons,13,19
11/5/2012,Eagles,Saints,13,28
11/8/2012,Colts,Jaguars,27,10
11/11/2012,  .  Texans,Bears,13,6
11/11/2012,Bills,Patriots,31,37
11/11/2012,Giants,Bengals,13,31
11/11/2012,Titans,Dolphins,37,3
11/11/2012,Lions,Vikings,24,34
11/11/2012,Falcons,Saints,27,31
11/11/2012,Chargers,Buccaneers,24,34
11/11/2012,Broncos,Panthers,36,14
11/11/2012,Raiders,Ravens,20,55
11/11/2012,Jets,Seahawks,7,28
11/11/2012,Cowboys,Eagles,38,23
11/11/2012,Rams,49ers,24,24
11/12/2012,Chiefs,Steelers,13,16
11/15/2012,Dolphins,Bills,14,19
11/18/2012,  .  Chargers,Broncos,23,30
11/18/2012,Cardinals,Falcons,19,23
11/18/2012,Browns,Cowboys,20,23
11/18/2012,Packers,Lions,24,20
11/18/2012,Bengals,Chiefs,28,6
11/18/2012,Jets,Rams,27,13
11/18/2012,Eagles,Washington,6,31
11/18/2012,Buccaneers,Panthers,27,21
11/18/2012,Jaguars,Texans,37,43
11/18/2012,Saints,Raiders,38,17
11/18/2012,Colts,Patriots,24,59
11/18/2012,Ravens,Steelers,13,10
11/19/2012,Bears,49ers,7,32
11/22/2012,Texans,Lions,34,31
11/22/2012,Washington,Cowboys,38,31
11/22/2012,Patriots,Jets,49,19
11/25/2012,  .  Steelers,Browns,14,20
11/25/2012,Ravens,Chargers,16,13
11/25/2012,Vikings,Bears,10,28
11/25/2012,Raiders,Bengals,10,34
11/25/2012,Bills,Colts,13,20
11/25/2012,Broncos,Chiefs,17,9
11/25/2012,Seahawks,Dolphins,21,24
11/25/2012,Falcons,Buccaneers,24,23
11/25/2012,Titans,Jaguars,19,24
11/25/2012,49ers,Saints,31,21
11/25/2012,Rams,Cardinals,31,17
11/25/2012,Packers,Giants,10,38
11/26/2012,Panthers,Eagles,30,22
11/29/2012,Saints,Falcons,13,23
12/2/2012,Jaguars,Bills,18,34
12/2/2012,Seahawks,Bears,23,17
12/2/2012,Colts,Lions,35,33
12/2/2012,Vikings,Packers,14,23
12/2/2012,Texans,Titans,24,10
12/2/2012,Panthers,Chiefs,21,27
12/2/2012,49ers,Rams,13,16
12/2/2012,Patriots,Dolphins,23,16
12/2/2012,Cardinals,Jets,6,7
12/2/2012,Buccaneers,Broncos,23,31
12/2/2012,Browns,Raiders,20,17
12/2/2012,Bengals,Chargers,20,13
12/2/2012,Steelers,Ravens,23,20
12/2/2012,Eagles,Cowboys,33,38
12/3/2012,Giants,Washington,16,17
12/6/2012,Broncos,Raiders,26,13
12/9/2012,Rams,Bills,15,12
12/9/2012,Cowboys,Bengals,20,19
12/9/2012,Chiefs,Browns,7,30
12/9/2012,Titans,Colts,23,27
12/9/2012,Bears,Vikings,14,21
12/9/2012,Chargers,Steelers,34,24
12/9/2012,Eagles,Buccaneers,23,21
12/9/2012,Ravens,Washington,28,31
12/9/2012,Falcons,Panthers,20,30
12/9/2012,Jets,Jaguars,17,10
12/9/2012,Dolphins,49ers,13,27
12/9/2012,Saints,Giants,27,52
12/9/2012,Cardinals,Seahawks,0,58
12/9/2012,Lions,Packers,20,27
12/10/2012,Texans,Patriots,14,42
12/13/2012,Bengals,Eagles,34,13
12/16/2012,  .  Jaguars,Dolphins,3,24
12/16/2012,49ers,Patriots,41,34
12/16/2012,Giants,Falcons,0,34
12/16/2012,Packers,Bears,21,13
12/16/2012,Washington,Browns,38,21
12/16/2012,Vikings,Rams,36,22
12/16/2012,Buccaneers,Saints,0,41
12/16/2012,Broncos,Ravens,34,17
12/16/2012,Colts,Texans,17,29
12/16/2012,Seahawks,Bills,50,17
12/16/2012,Lions,Cardinals,10,38
12/16/2012,Panthers,Chargers,31,7
12/16/2012,Steelers,Cowboys,24,27
12/16/2012,Chiefs,Raiders,0,15
12/17/2012,Jets,Titans,10,14
12/22/2012,Falcons,Lions,31,18
12/23/2012,Saints,Cowboys,34,31
12/23/2012,Titans,Packers,7,55
12/23/2012,Colts,Chiefs,20,13
12/23/2012,Bills,Dolphins,10,24
12/23/2012,Chargers,Jets,27,17
12/23/2012,Washington,Eagles,27,20
12/23/2012,Bengals,Steelers,13,10
12/23/2012,Rams,Buccaneers,28,13
12/23/2012,Raiders,Panthers,6,17
12/23/2012,Patriots,Jaguars,23,16
12/23/2012,Vikings,Texans,23,6
12/23/2012,Browns,Broncos,12,34
12/23/2012,Bears,Cardinals,28,13
12/23/2012,Giants,Ravens,14,33
12/23/2012,49ers,Seahawks,13,42
12/30/2012,Eagles,Giants,7,42
12/30/2012,Chiefs,Broncos,3,38
12/30/2012,Buccaneers,Falcons,22,17
12/30/2012,Jets,Bills,9,28
12/30/2012,Ravens,Bengals,17,23
12/30/2012,Bears,Lions,26,24
12/30/2012,Jaguars,Titans,20,38
12/30/2012,Texans,Colts,16,28
12/30/2012,Panthers,Saints,44,38
12/30/2012,Browns,Steelers,10,24
12/30/2012,Packers,Vikings,34,37
12/30/2012,Dolphins,Patriots,0,28
12/30/2012,Raiders,Chargers,21,24
12/30/2012,Cardinals,49ers,13,27
12/30/2012,Rams,Seahawks,13,20
12/30/2012,Cowboys,Washington,18,28
1/5/2013,Bengals,Texans,13,19
1/5/2013,Vikings,Packers,10,24
1/6/2013,Colts,Ravens,9,24
1/6/2013,Seahawks,Washington,24,14
1/12/2013,Ravens,Broncos,38,35
1/12/2013,Packers,49ers,31,45
1/13/2013,Seahawks,Falcons,28,30
1/13/2013,Texans,Patriots,28,41
1/20/2013,49ers,Falcons,28,24
1/20/2013,Ravens,Patriots,28,13
2/3/2013,Ravens,49ers,34,31
9/5/2013,Ravens,Broncos,27,49
9/8/2013,Patriots,Bills,23,21
9/8/2013,Bengals,Bears,21,24
9/8/2013,Dolphins,Browns,23,10
9/8/2013,Vikings,Lions,24,34
9/8/2013,Raiders,Colts,17,21
9/8/2013,Falcons,Saints,17,23
9/8/2013,Buccaneers,Jets,17,18
9/8/2013,Titans,Steelers,16,9
9/8/2013,Seahawks,Panthers,12,7
9/8/2013,Chiefs,Jaguars,28,2
9/8/2013,Cardinals,Rams,24,27
9/8/2013,Packers,49ers,28,34
9/8/2013,Giants,Cowboys,31,36
9/9/2013,Eagles,Washington,33,27
9/9/2013,Texans,Chargers,31,28
9/12/2013,Jets,Patriots,10,13
9/15/2013,  .  Browns,Ravens,6,14
9/15/2013,Vikings,Bears,30,31
9/15/2013,Rams,Falcons,24,31
9/15/2013,Panthers,Bills,23,24
9/15/2013,Washington,Packers,20,38
9/15/2013,Dolphins,Colts,24,20
9/15/2013,Cowboys,Chiefs,16,17
9/15/2013,Chargers,Eagles,33,30
9/15/2013,Titans,Texans,24,30
9/15/2013,Lions,Cardinals,21,25
9/15/2013,Saints,Buccaneers,16,14
9/15/2013,Jaguars,Raiders,9,19
9/15/2013,Broncos,Giants,41,23
9/15/2013,49ers,Seahawks,3,29
9/16/2013,Steelers,Bengals,10,20
9/19/2013,Chiefs,Eagles,26,16
9/22/2013,Falcons,Dolphins,23,27
9/22/2013,Packers,Bengals,30,34
9/22/2013,Rams,Cowboys,7,31
9/22/2013,Chargers,Titans,17,20
9/22/2013,Browns,Vikings,31,27
9/22/2013,Buccaneers,Patriots,3,23
9/22/2013,Cardinals,Saints,7,31
9/22/2013,Lions,Washington,27,20
9/22/2013,Giants,Panthers,0,38
9/22/2013,Texans,Ravens,9,30
9/22/2013,Bills,Jets,20,27
9/22/2013,Colts,49ers,27,7
9/22/2013,Jaguars,Seahawks,17,45
9/22/2013,Bears,Steelers,40,23
9/23/2013,  .  Raiders,Broncos,21,37
9/26/2013,49ers,Rams,35,11
9/29/2013,Ravens,Bills,20,23
9/29/2013,Bengals,Browns,6,17
9/29/2013,Bears,Lions,32,40
9/29/2013,Giants,Chiefs,7,31
9/29/2013,Steelers,Vikings,27,34
9/29/2013,Cardinals,Buccaneers,13,10
9/29/2013,Colts,Jaguars,37,3
9/29/2013,Seahawks,Texans,23,20
9/29/2013,Jets,Titans,13,38
9/29/2013,Eagles,Broncos,20,52
9/29/2013,Washington,Raiders,24,14
9/29/2013,Cowboys,Chargers,21,30
9/29/2013,Patriots,Falcons,30,23
9/30/2013,Dolphins,Saints,17,38
10/3/2013,Bills,Browns,24,37
10/6/2013,Seahawks,Colts,28,34
10/6/2013,Saints,Bears,26,18
10/6/2013,Patriots,Bengals,6,13
10/6/2013,Lions,Packers,9,22
10/6/2013,Chiefs,Titans,26,17
10/6/2013,Jaguars,Rams,20,34
10/6/2013,Ravens,Dolphins,26,23
10/6/2013,Eagles,Giants,36,21
10/6/2013,Panthers,Cardinals,6,22
10/6/2013,Broncos,Cowboys,51,48
10/6/2013,Texans,49ers,3,34
10/6/2013,Chargers,Raiders,17,27
10/7/2013,Jets,Falcons,30,28
10/10/2013,Giants,Bears,21,27
10/13/2013,  .  Titans,Seahawks,13,20
10/13/2013,Bengals,Bills,27,24
10/13/2013,Lions,Browns,31,17
10/13/2013,Raiders,Chiefs,7,24
10/13/2013,Panthers,Vikings,35,10
10/13/2013,Steelers,Jets,19,6
10/13/2013,Eagles,Buccaneers,31,20
10/13/2013,Packers,Ravens,19,17
10/13/2013,Rams,Texans,38,13
10/13/2013,Jaguars,Broncos,19,35
10/13/2013,Saints,Patriots,27,30
10/13/2013,Cardinals,49ers,20,32
10/13/2013,Washington,Cowboys,16,31
10/14/2013,Colts,Chargers,9,19
10/17/2013,Seahawks,Cardinals,34,22
10/20/2013,Ravens,Steelers,16,19
10/20/2013,Buccaneers,Falcons,23,31
10/20/2013,Bengals,Lions,27,24
10/20/2013,Bills,Dolphins,23,21
10/20/2013,Patriots,Jets,27,30
10/20/2013,Cowboys,Eagles,17,3
10/20/2013,Bears,Washington,41,45
10/20/2013,Rams,Panthers,15,30
10/20/2013,Chargers,Jaguars,24,6
10/20/2013,49ers,Titans,31,17
10/20/2013,Browns,Packers,13,31
10/20/2013,Texans,Chiefs,16,17
10/20/2013,Broncos,Colts,33,39
10/21/2013,  .  Vikings,Giants,7,23
10/24/2013,Panthers,Buccaneers,31,13
10/27/2013,  .  Cowboys,Lions,30,31
10/27/2013,  .  Browns,Chiefs,17,23
10/27/2013,Dolphins,Patriots,17,27
10/27/2013,Bills,Saints,17,35
10/27/2013,Giants,Eagles,15,7
10/27/2013,49ers,Jaguars,42,10
10/27/2013,Jets,Bengals,9,49
10/27/2013,Steelers,Raiders,18,21
10/27/2013,Washington,Broncos,21,45
10/27/2013,Falcons,Cardinals,13,27
10/27/2013,Packers,Vikings,44,31
10/28/2013,Seahawks,Rams,14,9
10/31/2013,Bengals,Dolphins,20,22
11/3/2013,Steelers,Patriots,31,55
11/3/2013,Chiefs,Bills,23,13
11/3/2013,Vikings,Cowboys,23,27
11/3/2013,Titans,Rams,28,21
11/3/2013,Saints,Jets,20,26
11/3/2013,Chargers,Washington,24,30
11/3/2013,Falcons,Panthers,10,34
11/3/2013,Eagles,Raiders,49,20
11/3/2013,Buccaneers,Seahawks,24,27
11/3/2013,Ravens,Browns,18,24
11/3/2013,Colts,Texans,27,24
11/4/2013,Bears,Packers,27,20
11/7/2013,Washington,Vikings,27,34
11/10/2013,  .  Jaguars,Titans,29,27
11/10/2013,Seahawks,Falcons,33,10
11/10/2013,Lions,Bears,21,19
11/10/2013,Eagles,Packers,27,13
11/10/2013,Rams,Colts,38,8
11/10/2013,Raiders,Giants,20,24
11/10/2013,Bills,Steelers,10,23
11/10/2013,Bengals,Ravens,17,20
11/10/2013,Panthers,49ers,10,9
11/10/2013,Texans,Cardinals,24,27
11/10/2013,Broncos,Chargers,28,20
11/10/2013,Cowboys,Saints,17,49
11/11/2013,Dolphins,Buccaneers,19,22
11/14/2013,Colts,Titans,30,27
11/17/2013,Washington,Eagles,16,24
11/17/2013,Jets,Bills,14,37
11/17/2013,Ravens,Bears,20,23
11/17/2013,Browns,Bengals,20,41
11/17/2013,Lions,Steelers,27,37
11/17/2013,Falcons,Buccaneers,28,41
11/17/2013,Cardinals,Jaguars,27,14
11/17/2013,Raiders,Texans,28,23
11/17/2013,Chargers,Dolphins,16,20
11/17/2013,49ers,Saints,20,23
11/17/2013,Packers,Giants,13,27
11/17/2013,Vikings,Seahawks,20,41
11/17/2013,Chiefs,Broncos,17,27
11/18/2013,Patriots,Panthers,20,24
11/21/2013,Saints,Falcons,17,13
11/24/2013,Steelers,Browns,27,11
11/24/2013,Buccaneers,Lions,24,21
11/24/2013,Vikings,Packers,26,26
11/24/2013,Chargers,Chiefs,41,38
11/24/2013,Bears,Rams,21,42
11/24/2013,Panthers,Dolphins,20,16
11/24/2013,Jets,Ravens,3,19
11/24/2013,Jaguars,Texans,13,6
11/24/2013,Titans,Raiders,23,19
11/24/2013,Colts,Cardinals,11,40
11/24/2013,Cowboys,Giants,24,21
11/24/2013,Broncos,Patriots,31,34
11/25/2013,49ers,Washington,27,6
11/28/2013,Packers,Lions,10,40
11/28/2013,Raiders,Cowboys,24,31
11/28/2013,Steelers,Ravens,20,22
12/1/2013,Jaguars,Browns,32,28
12/1/2013,Titans,Colts,14,22
12/1/2013,Bears,Vikings,20,23
12/1/2013,Dolphins,Jets,23,3
12/1/2013,Cardinals,Eagles,21,24
12/1/2013,Buccaneers,Panthers,6,27
12/1/2013,Patriots,Texans,34,31
12/1/2013,Falcons,Bills,34,31
12/1/2013,Rams,49ers,13,23
12/1/2013,Broncos,Chiefs,35,28
12/1/2013,Bengals,Chargers,17,10
12/1/2013,Giants,Washington,24,17
12/2/2013,Saints,Seahawks,7,34
12/5/2013,Texans,Jaguars,20,27
12/8/2013,  .  Seahawks,49ers,17,19
12/8/2013,Panthers,Saints,13,31
12/8/2013,Colts,Bengals,28,42
12/8/2013,Falcons,Packers,21,22
12/8/2013,Browns,Patriots,26,27
12/8/2013,Raiders,Jets,27,37
12/8/2013,Lions,Eagles,20,34
12/8/2013,Dolphins,Steelers,34,28
12/8/2013,Bills,Buccaneers,6,27
12/8/2013,Chiefs,Washington,45,10
12/8/2013,Vikings,Ravens,26,29
12/8/2013,Titans,Broncos,28,51
12/8/2013,Rams,Cardinals,10,30
12/8/2013,Giants,Chargers,14,37
12/9/2013,Cowboys,Bears,28,45
12/12/2013,Chargers,Broncos,27,20
12/15/2013,Cardinals,Titans,37,34
12/15/2013,Washington,Falcons,26,27
12/15/2013,Bears,Browns,38,31
12/15/2013,Texans,Colts,3,25
12/15/2013,Patriots,Dolphins,20,24
12/15/2013,Eagles,Vikings,30,48
12/15/2013,Seahawks,Giants,23,0
12/15/2013,49ers,Buccaneers,33,14
12/15/2013,Bills,Jaguars,27,20
12/15/2013,Chiefs,Raiders,56,31
12/15/2013,Jets,Panthers,20,30
12/15/2013,Packers,Cowboys,37,36
12/15/2013,Saints,Rams,16,27
12/15/2013,Bengals,Steelers,20,30
12/16/2013,Ravens,Lions,18,16
12/22/2013,Dolphins,Bills,0,19
12/22/2013,Vikings,Bengals,14,42
12/22/2013,Colts,Chiefs,23,7
12/22/2013,Buccaneers,Rams,13,23
12/22/2013,Browns,Jets,13,24
12/22/2013,Cowboys,Washington,24,23
12/22/2013,Saints,Panthers,13,17
12/22/2013,Titans,Jaguars,20,16
12/22/2013,Broncos,Texans,37,13
12/22/2013,Giants,Lions,23,20
12/22/2013,Cardinals,Seahawks,17,10
12/22/2013,Steelers,Packers,38,31
12/22/2013,Raiders,Chargers,13,26
12/22/2013,Patriots,Ravens,41,7
12/22/2013,Bears,Eagles,11,54
12/23/2013,Falcons,49ers,24,34
12/29/2013,Panthers,Falcons,21,20
12/29/2013,Ravens,Bengals,17,34
12/29/2013,Texans,Titans,10,16
12/29/2013,Jaguars,Colts,10,30
12/29/2013,Jets,Dolphins,20,7
12/29/2013,Lions,Vikings,13,14
12/29/2013,Washington,Giants,6,20
12/29/2013,Browns,Steelers,7,20
12/29/2013,Packers,Bears,33,28
12/29/2013,Broncos,Raiders,34,14
12/29/2013,Bills,Patriots,20,34
12/29/2013,Buccaneers,Saints,17,42
12/29/2013,49ers,Cardinals,23,20
12/29/2013,Chiefs,Chargers,24,27
12/29/2013,Rams,Seahawks,9,27
12/29/2013,Eagles,Cowboys,24,22
1/4/2014,Chiefs,Colts,44,45
1/4/2014,Saints,Eagles,26,24
1/5/2014,Chargers,Bengals,27,10
1/5/2014,49ers,Packers,23,20
1/11/2014,Saints,Seahawks,15,23
1/11/2014,Colts,Patriots,22,43
1/12/2014,  .  Chargers,Broncos,17,24
1/12/2014,49ers,Panthers,23,10
1/19/2014,Patriots,Broncos,16,26
1/19/2014,49ers,Seahawks,17,23
2/2/2014,Seahawks,Broncos,43,8
9/4/2014,Packers,Seahawks,16,36
9/7/2014,Saints,Falcons,34,37
9/7/2014,Bills,Bears,23,20
9/7/2014,Titans,Chiefs,26,10
9/7/2014,Vikings,Rams,34,6
9/7/2014,Patriots,Dolphins,20,33
9/7/2014,Raiders,Jets,14,19
9/7/2014,Jaguars,Eagles,17,34
9/7/2014,Browns,Steelers,27,30
9/7/2014,Bengals,Ravens,23,16
9/7/2014,Washington,Texans,6,17
9/7/2014,49ers,Cowboys,28,17
9/7/2014,Panthers,Buccaneers,20,14
9/7/2014,Colts,Broncos,24,31
9/8/2014,Giants,Lions,14,35
9/8/2014,Chargers,Cardinals,17,18
9/11/2014,Steelers,Ravens,6,26
9/14/2014,Jaguars,Washington,10,41
9/14/2014,Dolphins,Bills,10,29
9/14/2014,Falcons,Bengals,10,24
9/14/2014,Saints,Browns,24,26
9/14/2014,Cowboys,Titans,26,10
9/14/2014,Patriots,Vikings,30,7
9/14/2014,Cardinals,Giants,25,14
9/14/2014,Lions,Panthers,7,24
9/14/2014,Seahawks,Chargers,21,30
9/14/2014,Rams,Buccaneers,19,17
9/14/2014,Chiefs,Broncos,17,24
9/14/2014,Jets,Packers,24,31
9/14/2014,Texans,Raiders,30,14
9/14/2014,Bears,49ers,28,20
9/15/2014,Eagles,Colts,30,27
9/18/2014,Buccaneers,Falcons,14,56
9/21/2014,  .  Vikings,Saints,9,20
9/21/2014,Chargers,Bills,22,10
9/21/2014,Titans,Bengals,7,33
9/21/2014,Ravens,Browns,23,21
9/21/2014,Packers,Lions,7,19
9/21/2014,Cowboys,Rams,34,31
9/21/2014,Raiders,Patriots,9,16
9/21/2014,Texans,Giants,17,30
9/21/2014,Washington,Eagles,34,37
9/21/2014,Colts,Jaguars,44,17
9/21/2014,49ers,Cardinals,14,23
9/21/2014,Chiefs,Dolphins,34,15
9/21/2014,Broncos,Seahawks,20,26
9/21/2014,Steelers,Panthers,37,19
9/22/2014,Bears,Jets,27,19
9/25/2014,Giants,Washington,45,14
9/28/2014,Packers,Bears,38,17
9/28/2014,Titans,Colts,17,41
9/28/2014,Dolphins,Raiders,38,14
9/28/2014,Lions,Jets,24,17
9/28/2014,Buccaneers,Steelers,27,24
9/28/2014,Panthers,Ravens,10,38
9/28/2014,Bills,Texans,17,23
9/28/2014,Jaguars,Chargers,14,33
9/28/2014,Falcons,Vikings,28,41
9/28/2014,Eagles,49ers,21,26
9/28/2014,Saints,Cowboys,17,38
9/29/2014,  .  Patriots,Chiefs,14,41
10/2/2014,Vikings,Packers,10,42
10/5/2014,Texans,Cowboys,17,20
10/5/2014,Bills,Lions,17,14
10/5/2014,Browns,Titans,29,28
10/5/2014,Ravens,Colts,13,20
10/5/2014,Buccaneers,Saints,31,37
10/5/2014,Falcons,Giants,20,30
10/5/2014,Rams,Eagles,28,34
10/5/2014,Bears,Panthers,24,31
10/5/2014,Steelers,Jaguars,17,9
10/5/2014,Cardinals,Broncos,20,41
10/5/2014,Jets,Chargers,0,31
10/5/2014,Chiefs,49ers,17,22
10/5/2014,Bengals,Patriots,17,43
10/6/2014,Seahawks,Washington,27,17
10/9/2014,Colts,Texans,33,28
10/12/2014,Patriots,Bills,37,22
10/12/2014,Panthers,Bengals,37,37
10/12/2014,Steelers,Browns,10,31
10/12/2014,Jaguars,Titans,14,16
10/12/2014,Packers,Dolphins,27,24
10/12/2014,Lions,Vikings,17,3
10/12/2014,Broncos,Jets,31,17
10/12/2014,Ravens,Buccaneers,48,17
10/12/2014,Chargers,Raiders,31,28
10/12/2014,Bears,Falcons,27,13
10/12/2014,Washington,Cardinals,20,30
10/12/2014,Cowboys,Seahawks,30,23
10/12/2014,Giants,Eagles,0,27
10/13/2014,49ers,Rams,31,17
10/16/2014,Jets,Patriots,25,27
10/19/2014,  .  Browns,Jaguars,6,24
10/19/2014,Vikings,Bills,16,17
10/19/2014,Dolphins,Bears,27,14
10/19/2014,Saints,Lions,23,24
10/19/2014,Panthers,Packers,17,38
10/19/2014,Bengals,Colts,0,27
10/19/2014,Seahawks,Rams,26,28
10/19/2014,Titans,Washington,17,19
10/19/2014,Falcons,Ravens,7,29
10/19/2014,Chiefs,Chargers,23,20
10/19/2014,Giants,Cowboys,21,31
10/19/2014,Cardinals,Raiders,24,13
10/19/2014,49ers,Broncos,17,42
10/20/2014,Texans,Steelers,23,30
10/23/2014,Chargers,Broncos,21,35
10/26/2014,  .  Rams,Chiefs,7,34
10/26/2014,Bears,Patriots,23,51
10/26/2014,Lions,Falcons,22,21
10/26/2014,Ravens,Bengals,24,27
10/26/2014,Texans,Titans,30,16
10/26/2014,Bills,Jets,43,23
10/26/2014,Vikings,Buccaneers,19,13
10/26/2014,Seahawks,Panthers,13,9
10/26/2014,Dolphins,Jaguars,27,13
10/26/2014,Eagles,Cardinals,20,24
10/26/2014,Raiders,Browns,13,23
10/26/2014,Colts,Steelers,34,51
10/26/2014,Packers,Saints,23,44
10/27/2014,Washington,Cowboys,20,17
10/30/2014,Saints,Panthers,28,10
11/2/2014,  .  Rams,49ers,13,10
11/2/2014,Jaguars,Bengals,23,33
11/2/2014,Buccaneers,Browns,17,22
11/2/2014,Cardinals,Cowboys,28,17
11/2/2014,Jets,Chiefs,10,24
11/2/2014,Chargers,Dolphins,0,37
11/2/2014,Washington,Vikings,26,29
11/2/2014,Eagles,Texans,31,21
11/2/2014,Broncos,Patriots,21,43
11/2/2014,Raiders,Seahawks,24,30
11/2/2014,Ravens,Steelers,23,43
11/3/2014,Colts,Giants,40,24
11/6/2014,Browns,Bengals,24,3
11/9/2014,Giants,Seahawks,17,38
11/9/2014,Chiefs,Bills,17,13
11/9/2014,Dolphins,Lions,16,20
11/9/2014,49ers,Saints,27,24
11/9/2014,Steelers,Jets,13,20
11/9/2014,Falcons,Buccaneers,27,17
11/9/2014,Cowboys,Jaguars,31,17
11/9/2014,Titans,Ravens,7,21
11/9/2014,Broncos,Raiders,41,17
11/9/2014,Rams,Cardinals,14,31
11/9/2014,Bears,Packers,14,55
11/10/2014,Panthers,Eagles,21,45
11/13/2014,  .  Bills,Dolphins,9,22
11/16/2014,Vikings,Bears,13,21
11/16/2014,Texans,Browns,23,7
11/16/2014,Seahawks,Chiefs,20,24
11/16/2014,Broncos,Rams,7,22
11/16/2014,Bengals,Saints,27,10
11/16/2014,49ers,Giants,16,10
11/16/2014,Buccaneers,Washington,27,7
11/16/2014,Falcons,Panthers,19,17
11/16/2014,Raiders,Chargers,6,13
11/16/2014,Eagles,Packers,20,53
11/16/2014,Lions,Cardinals,6,14
11/16/2014,Patriots,Colts,42,20
11/17/2014,Steelers,Titans,27,24
11/20/2014,Chiefs,Raiders,20,24
11/23/2014,Browns,Falcons,26,24
11/23/2014,Buccaneers,Bears,13,21
11/23/2014,Jaguars,Colts,3,23
11/23/2014,Packers,Vikings,24,21
